County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Northampton,Williams Twsp,7  ,18  ,136  ,577,3,In Progress
York,Jackson Twp,10  ,28  ,196  ,576,19,In Progress
Monroe,Stroud,8  ,40  ,115  ,575,10,In Progress
Lancaster,Ephrata Boro,11  ,36  ,43  ,574,0,In Progress
Allegheny,Bellevue,17  ,42  ,20  ,571,12,In Progress
Chester,Charlestown Twp,6  ,44  ,167  ,570,3,In Progress
Cumberland,South Middleton Twp,10  ,34  ,199  ,569,0,In Progress
York,Carroll Twp,10  ,31  ,92  ,568,0,In Progress
Luzerne,Hazle Twp,8  ,29  ,116  ,565,14,In Progress
Lancaster,Penn Twp,11  ,36  ,37  ,565,0,In Progress
Chester,London Grove Twp,6  ,9  ,13  ,563,1,In Progress
Bucks,New Britain Twp,1  ,10  ,144  ,562,1,In Progress
Berks,Spring Twp,6  ,11  ,5  ,561,1,In Progress
Union,East Buffalo,15  ,23  ,85  ,560,3,In Progress
Westmoreland,Hempfield Twp,12  ,39  ,57  ,560,0,In Progress
Lebanon,Jackson Twp,9  ,48  ,102  ,560,0,In Progress
Cumberland,Mechanicsburg Boro,10  ,31  ,88  ,559,1,In Progress
Lancaster,Earl Twp,11  ,36  ,43  ,553,0,In Progress
Schuylkill,Pottsville,9  ,29  ,123  ,553,0,In Progress
Franklin,Antrim Twp,13  ,33  ,90  ,549,2,In Progress
Allegheny,Pittsburgh,12  ,38  ,21  ,548,13,In Progress
Monroe,Jackson,8  ,40  ,176  ,546,10,In Progress
Fayette,Uniontown City,14  ,32  ,51  ,544,1,In Progress
Allegheny,Hampton,17  ,38  ,30  ,543,2,In Progress
Pike,Blooming Grove Twp,8  ,20  ,139  ,543,1,In Progress
Cumberland,Monroe Twp,10  ,34  ,87  ,542,0,In Progress
Chester,East Vincent Twp,6  ,44  ,26  ,540,0,In Progress
Chester,West Vincent Twp,6  ,44  ,167  ,540,0,In Progress
Butler,Butler City,16  ,21  ,11  ,539,3,In Progress
Lehigh,Salisbury,7  ,14  ,134  ,532,1,In Progress
Bucks,Chalfont Boro,1  ,10  ,29  ,532,0,In Progress
Lancaster,Mt Joy Twp,11  ,36  ,98  ,531,0,In Progress
Bucks,East Rockhill Twp,1  ,16  ,145  ,529,0,In Progress
Bucks,Morrisville Boro,1  ,10  ,140  ,526,0,In Progress
Allegheny,West View,17  ,38  ,20  ,525,11,In Progress
Centre,Benner Twp,15  ,25  ,82  ,525,4,In Progress
Bucks,Wrightstown Twp,1  ,6  ,178  ,523,1,In Progress
Carbon,Penn Forest Twp,7  ,29  ,122  ,522,6,In Progress
Luzerne,Pittston City,8  ,22  ,118  ,520,10,In Progress
Montgomery,Whitpain Twp,4  ,12  ,70  ,519,1,In Progress
Clearfield,Sandy Twp,15  ,35  ,75  ,518,2,In Progress
Delaware,Brookhaven Boro,5  ,9  ,161  ,518,0,In Progress
Lebanon,North Cornwall Twp,9  ,48  ,101  ,517,3,In Progress
Philadelphia,Philadelphia,5  ,8  ,191  ,515,3,In Progress
Allegheny,Carnegie,17  ,42  ,45  ,512,8,In Progress
Northampton,Moore Twsp,7  ,14  ,138  ,511,3,In Progress
Monroe,Smithfield,8  ,40  ,189  ,510,9,In Progress
Monroe,Tunkhannock,8  ,40  ,176  ,509,10,In Progress
York,Shrewsbury Twp,11  ,28  ,169  ,508,2,In Progress
Montgomery,Narberth Boro,5  ,17  ,148  ,508,1,In Progress
Lancaster,Elizabethtown Boro,11  ,36  ,98  ,506,0,In Progress
Chester,Pennsbury Twp,6  ,9  ,160  ,504,2,In Progress
Northampton,East Allen Twsp,7  ,14  ,183  ,503,3,In Progress
Bucks,Springfield Twp,1  ,16  ,145  ,502,0,In Progress
York,Dover Twp,10  ,31  ,92  ,501,0,In Progress
Philadelphia,Philadelphia,5  ,1  ,185  ,499,3,In Progress
Luzerne,Exeter Boro,8  ,20  ,120  ,498,2,In Progress
Lackawanna,Moosic,8  ,22  ,118  ,498,0,In Progress
Berks,South Heidelberg Twp,9  ,48  ,5  ,496,0,In Progress
Allegheny,Edgewood,17  ,43  ,34  ,494,11,In Progress
Beaver,Aliquippa,17  ,47  ,16  ,493,2,In Progress
Berks,Maidencreek Twp,4  ,48  ,130  ,493,0,In Progress
York,North Codorus Twp,11  ,28  ,196  ,491,21,In Progress
Lancaster,Ephrata Twp,11  ,36  ,43  ,489,0,In Progress
Philadelphia,Philadelphia,3  ,8  ,185  ,487,2,In Progress
Chester,Caln Twp,6  ,44  ,155  ,486,1,In Progress
Butler,Jackson Twp,16  ,47  ,12  ,485,2,In Progress
Mifflin,Derry Twp,13  ,30  ,85  ,483,1,In Progress
Blair,Allegheny Twp,13  ,30  ,79  ,482,6,In Progress
Cumberland,Dickinson Twp,10  ,34  ,193  ,482,2,In Progress
Montgomery,Upper Pottsgrove Twp,4  ,24  ,147  ,482,1,In Progress
Allegheny,Findlay,17  ,37  ,44  ,479,3,In Progress
Northampton,Plainfield Twsp,7  ,18  ,138  ,478,7,In Progress
Philadelphia,Philadelphia,3  ,4  ,198  ,478,0,In Progress
Allegheny,Swissvale,12  ,43  ,34  ,477,8,In Progress
Washington,Washington City,14  ,46  ,48  ,476,3,In Progress
York,Springfield Twp,11  ,28  ,93  ,476,1,In Progress
Washington,Canonsburg Boro,14  ,46  ,46  ,475,6,In Progress
Chester,East Coventry Twp,6  ,44  ,26  ,475,4,In Progress
Mercer,Sharon,16  ,50  ,7  ,473,6,In Progress
Allegheny,Crafton,17  ,42  ,27  ,470,4,In Progress
Westmoreland,Monessen,14  ,39  ,58  ,470,1,In Progress
Cumberland,Lower Allen Twp,10  ,31  ,87  ,470,0,In Progress
Luzerne,Jenkins Twp,8  ,22  ,118  ,469,5,In Progress
Washington,Canton Twp,14  ,46  ,15  ,467,1,In Progress
Pike,Delaware Twp,8  ,20  ,189  ,466,1,In Progress
Westmoreland,Latrobe,14  ,39  ,59  ,465,0,In Progress
Chester,North Coventry Twp,6  ,44  ,26  ,458,1,In Progress
Delaware,Ridley Twp,5  ,26  ,161  ,457,0,In Progress
Allegheny,Churchill,17  ,43  ,34  ,455,4,In Progress
Northampton,Nazareth Boro,7  ,18  ,137  ,455,1,In Progress
Montgomery,West Norriton Twp,4  ,17  ,150  ,454,5,In Progress
Lehigh,Salisbury,7  ,14  ,22  ,452,5,In Progress
Erie,North East Twp,16  ,49  ,4  ,451,0,In Progress
Allegheny,Greentree,17  ,42  ,27  ,449,7,In Progress
Montgomery,Ambler Boro,4  ,12  ,151  ,449,4,In Progress
Franklin,Hamilton Twp,13  ,33  ,89  ,448,1,In Progress
Montgomery,Jenkintown Boro,4  ,4  ,154  ,444,4,In Progress
Bucks,Quakertown Boro,1  ,16  ,145  ,442,0,In Progress
Cumberland,Middlesex Twp,10  ,34  ,199  ,442,0,In Progress
Centre,State College Boro,15  ,25  ,77  ,440,1,In Progress
Pike,Palmyra Twp,8  ,20  ,139  ,440,0,In Progress
Luzerne,Swoyersville Boro,8  ,20  ,120  ,439,7,In Progress
Lehigh,Weisenberg,7  ,16  ,187  ,439,3,In Progress
York,Conewago Twp,10  ,31  ,47  ,438,3,In Progress
Montgomery,Trappe Boro Boro,4  ,24  ,150  ,438,2,In Progress
Chester,West Pikeland Twp,6  ,44  ,167  ,437,1,In Progress
Centre,Bellefonte Boro,15  ,25  ,171  ,435,2,In Progress
Berks,Exeter Twp,6  ,11  ,126  ,433,0,In Progress
Westmoreland,Salem Twp,14  ,39  ,55  ,431,2,In Progress
Westmoreland,Jeannette,12  ,39  ,56  ,431,0,In Progress
Luzerne,Fairview Twp,8  ,27  ,119  ,428,10,In Progress
Lawrence,Shenango Twp,16  ,50  ,9  ,428,2,In Progress
Warren,Warren,15  ,21  ,65  ,428,1,In Progress
Lehigh,Washington,7  ,16  ,187  ,427,2,In Progress
Lackawanna,Carbondale,8  ,40  ,112  ,427,1,In Progress
Lackawanna,Clarks Summit,8  ,22  ,114  ,427,0,In Progress
Monroe,Polk,7  ,40  ,176  ,425,16,In Progress
Luzerne,Duryea Boro,8  ,22  ,118  ,423,4,In Progress
Allegheny,Pittsburgh,12  ,43  ,38  ,421,7,In Progress
Bucks,Tinicum Twp,1  ,16  ,143  ,421,0,In Progress
Lancaster,Mt Joy Boro,11  ,36  ,98  ,419,0,In Progress
Westmoreland,Ligonier Twp,14  ,41  ,59  ,418,0,In Progress
Pike,Lackawaxen Twp,8  ,20  ,139  ,418,0,In Progress
Delaware,Thornbury Twp,5  ,9  ,160  ,417,0,In Progress
Luzerne,Pittston Twp,8  ,22  ,118  ,416,6,In Progress
Lackawanna,Blakely,8  ,40  ,112  ,415,0,In Progress
Delaware,Ridley Park Boro,5  ,26  ,162  ,414,0,In Progress
Columbia,Scott Twp,9  ,27  ,109  ,412,0,In Progress
Westmoreland,East Huntingdon Twp,14  ,39  ,58  ,410,18,In Progress
Crawford,Vernon Twp,16  ,50  ,6  ,410,1,In Progress
Montgomery,Lower Merion Twp,4  ,17  ,149  ,409,1,In Progress
Lackawanna,Dickson City,8  ,22  ,114  ,409,0,In Progress
Northampton,Wilson Boro,7  ,18  ,136  ,405,6,In Progress
Northampton,Upper Mt Bethel Twp,7  ,18  ,138  ,405,1,In Progress
Wayne,Paupack Twp,8  ,20  ,139  ,405,0,In Progress
Monroe,East Stroudsburg,8  ,40  ,189  ,404,11,In Progress
Northampton,Washington Twsp,7  ,18  ,138  ,404,5,In Progress
Bucks,New Hope Boro,1  ,10  ,29  ,404,0,In Progress
Lehigh,Lower Milford,7  ,16  ,131  ,403,4,In Progress
Berks,Reading,6  ,11  ,129  ,402,1,In Progress
Chester,Downingtown Boro,6  ,19  ,155  ,402,0,In Progress
Lebanon,Palmyra Boro,9  ,48  ,102  ,401,4,In Progress
Cumberland,New Cumberland Boro,10  ,31  ,88  ,401,0,In Progress
Centre,Walker Twp,15  ,25  ,171  ,400,0,In Progress
Chester,New London Twp,6  ,19  ,13  ,399,0,In Progress
Adams,Mt Joy Twp,13  ,33  ,91  ,396,3,In Progress
Northampton,Hellertown Boro,7  ,18  ,136  ,395,2,In Progress
Venango,Oil City,15  ,21  ,64  ,395,0,In Progress
Chester,Coatesville City,6  ,19  ,74  ,394,1,In Progress
Indiana,Indiana,14  ,41  ,62  ,394,0,In Progress
Cambria,Westmont Boro,13  ,35  ,72  ,393,3,In Progress
Fayette,Dunbar Twp,14  ,32  ,52  ,392,0,In Progress
Berks,Bern Twp,4  ,48  ,5  ,391,2,In Progress
Fayette,Bullskin Twp,14  ,32  ,52  ,391,0,In Progress
Adams,Reading Twp,13  ,33  ,193  ,390,0,In Progress
Chester,Birmingham Twp,6  ,9  ,160  ,388,1,In Progress
York,Hellam Twp,11  ,28  ,47  ,388,1,In Progress
York,Hopewell Twp,11  ,28  ,93  ,386,2,In Progress
Butler,Zelienople Boro,16  ,47  ,12  ,386,2,In Progress
Erie,Washington Twp,16  ,49  ,4  ,386,0,In Progress
Allegheny,Coraopolis,17  ,37  ,45  ,385,4,In Progress
Washington,Union Twp,14  ,46  ,39  ,385,3,In Progress
Cumberland,West Pennsboro Twp,10  ,34  ,199  ,385,0,In Progress
Dauphin,Middletown,10  ,15  ,106   ,384,0,In Progress
Lancaster,Cocalico East Twp,11  ,48  ,99  ,383,0,In Progress
Washington,North Franklin Twp,14  ,46  ,48  ,382,0,In Progress
Dauphin,East Hanover Twp,10  ,15  ,106   ,381,0,In Progress
Columbia,Berwick Boro,9  ,27  ,109  ,381,0,In Progress
Blair,Hollidaysburg Boro,13  ,30  ,80  ,381,0,In Progress
Somerset,Somerset Twp,14  ,32  ,69  ,380,5,In Progress
Columbia,Bloomsburg,9  ,27  ,109  ,380,0,In Progress
Montour,Mahoning Twp,9  ,27  ,108  ,379,2,In Progress
Erie,Greene Twp,16  ,49  ,2  ,379,0,In Progress
Montgomery,Horsham Twp,4  ,12  ,151  ,378,1,In Progress
Lancaster,Donegal East Twp,11  ,36  ,98  ,378,0,In Progress
Lancaster,Manor Twp,11  ,13  ,41  ,377,0,In Progress
Lackawanna,Taylor,8  ,22  ,118  ,377,0,In Progress
Greene,Franklin Twp,14  ,46  ,50  ,372,1,In Progress
Blair,Antis Twp,13  ,30  ,80  ,372,0,In Progress
Chester,East Caln Twp,6  ,19  ,167  ,371,2,In Progress
Bradford,Athens Twp,9  ,23  ,110  ,369,1,In Progress
Philadelphia,Philadelphia,5  ,1  ,184  ,369,1,In Progress
Wayne,Lake Twp,8  ,40  ,139  ,368,0,In Progress
Allegheny,Harmar,17  ,38  ,33  ,366,2,In Progress
Montgomery,Collegeville Boro,4  ,24  ,150  ,365,1,In Progress
Allegheny,Avalon,17  ,42  ,20  ,362,5,In Progress
Northampton,Moore Twsp,7  ,14  ,183  ,362,3,In Progress
Adams,Franklin Twp,13  ,33  ,91  ,362,3,In Progress
Berks,Robeson Twp,6  ,13  ,128  ,362,0,In Progress
Huntingdon,Huntingdon Boro,13  ,30  ,81  ,361,2,In Progress
Venango,Franklin,16  ,21  ,64  ,360,0,In Progress
Lackawanna,Jessup,8  ,40  ,112  ,360,0,In Progress
Bedford,Bedford Twp,13  ,32  ,78  ,360,0,In Progress
Luzerne,Rice Twp,8  ,27  ,119  ,359,3,In Progress
Lackawanna,Scott Twp,8  ,22  ,114  ,359,0,In Progress
Pike,Westfall Twp,8  ,20  ,139  ,358,0,In Progress
Beaver,Beaver,17  ,47  ,15  ,357,1,In Progress
Allegheny,Sewickley,17  ,37  ,44  ,357,1,In Progress
Fayette,Washington Twp,14  ,32  ,52  ,357,0,In Progress
Crawford,West Mead Twp,16  ,50  ,6  ,356,0,In Progress
Clearfield,Lawrence Twp,15  ,35  ,73  ,355,0,In Progress
Monroe,Stroudsburg,8  ,40  ,189  ,354,10,In Progress
Butler,Connoquenessing Twp,16  ,21  ,8  ,353,1,In Progress
Chester,East Nottingham Twp,6  ,19  ,13  ,350,0,In Progress
Bucks,Yardley Boro,1  ,10  ,31  ,348,0,In Progress
Delaware,Collingdale Boro,5  ,8  ,163  ,347,0,In Progress
Philadelphia,Philadelphia,2  ,1  ,197  ,347,0,In Progress
Luzerne,Forty Fort Boro,8  ,20  ,120  ,346,4,In Progress
Montgomery,Lower Frederick Twp,4  ,24  ,147  ,344,2,In Progress
Montgomery,Marlborough Twp,1  ,24  ,131  ,344,1,In Progress
Delaware,Chadds Ford Twp,5  ,9  ,160  ,344,0,In Progress
Allegheny,Bridgeville,12  ,37  ,45  ,343,8,In Progress
Luzerne,West Pittston Boro,8  ,22  ,118  ,342,2,In Progress
Erie,Mckean Twp,16  ,49  ,4  ,342,1,In Progress
Butler,Jefferson Twp,16  ,21  ,11  ,342,1,In Progress
Lehigh,Catasauqua,7  ,14  ,133  ,341,3,In Progress
Lancaster,Columbia Boro,11  ,36  ,41  ,341,0,In Progress
Montgomery,Upper Frederick Twp,4  ,24  ,147  ,340,0,In Progress
Adams,Mt Pleasant Twp,13  ,33  ,91  ,338,4,In Progress
Delaware,Glenolden Boro,5  ,26  ,162  ,336,0,In Progress
Fayette,Georges Twp,14  ,32  ,51  ,335,0,In Progress
Snyder,Monroe Twp,15  ,27  ,85  ,334,3,In Progress
Blair,Blair Twp,13  ,30  ,80  ,333,1,In Progress
Delaware,Darby Boro,5  ,8  ,191  ,333,0,In Progress
York,Jackson Twp,11  ,28  ,196  ,332,13,In Progress
Beaver,Monaca Boro,17  ,47  ,16  ,332,1,In Progress
Berks,Ruscombmanor Twp,4  ,11  ,130  ,332,0,In Progress
Lackawanna,Olyphant,8  ,40  ,112  ,331,1,In Progress
Greene,Cumberland Twp,14  ,46  ,50  ,330,0,In Progress
Allegheny,Stowe,17  ,42  ,45  ,329,3,In Progress
Chester,Pocopson Twp,6  ,9  ,158  ,329,0,In Progress
Cambria,Cambria Twp,13  ,35  ,72  ,327,1,In Progress
Berks,Washington Twp,4  ,24  ,130  ,326,1,In Progress
York,Warrington Twp,10  ,31  ,92  ,326,1,In Progress
Westmoreland,Mt Pleasant Twp,14  ,39  ,59  ,326,0,In Progress
Berks,Reading,6  ,11  ,126  ,324,0,In Progress
Cumberland,Southampton Twp,13  ,34  ,193  ,323,0,In Progress
Venango,Cranberry Twp,15  ,21  ,64  ,323,0,In Progress
Philadelphia,Philadelphia,3  ,8  ,10  ,323,0,In Progress
Allegheny,Clairton,12  ,45  ,35  ,321,3,In Progress
Luzerne,Lehman Twp,9  ,20  ,117  ,320,2,In Progress
Lancaster,Clay Twp,11  ,48  ,37  ,319,0,In Progress
Lawrence,Ellwood City,16  ,47  ,8  ,319,0,In Progress
York,Franklin Twp,10  ,31  ,92  ,318,1,In Progress
Westmoreland,Sewickley Twp,12  ,39  ,58  ,318,0,In Progress
Luzerne,Sugarloaf Twp,9  ,27  ,117  ,315,3,In Progress
Mifflin,Lewistown Boro,13  ,30  ,171  ,315,2,In Progress
Pike,Greene Twp,8  ,20  ,139  ,312,0,In Progress
Luzerne,Edwardsville Boro,8  ,20  ,119  ,311,4,In Progress
Berks,Longswamp Twp,4  ,24  ,130  ,311,1,In Progress
Wayne,Salem Twp,8  ,40  ,139  ,310,0,In Progress
Dauphin,Lower Swatara Twp,10  ,15  ,106   ,309,0,In Progress
Dauphin,Middle Paxton Twp,10  ,15  ,125  ,309,0,In Progress
Montgomery,Souderton Boro,1  ,12  ,53  ,308,5,In Progress
Butler,Lancaster Twp,16  ,47  ,8  ,308,3,In Progress
Westmoreland,Scottdale,14  ,32  ,58  ,307,0,In Progress
Luzerne,Wyoming Boro,8  ,22  ,120  ,307,0,In Progress
Cumberland,Lemoyne Boro,10  ,31  ,103  ,304,0,In Progress
Adams,Gettysburg,13  ,33  ,91  ,303,5,In Progress
York,Lower Windsor Twp,11  ,28  ,94  ,303,1,In Progress
Centre,Potter Twp,15  ,25  ,171  ,303,0,In Progress
Lawrence,Union Twp,16  ,50  ,9  ,302,5,In Progress
Dauphin,Hummelstown,10  ,15  ,106   ,300,0,In Progress
Schuylkill,Wayne Twp,9  ,29  ,123  ,299,0,In Progress
York,New Freedom Boro,11  ,28  ,169  ,298,1,In Progress
Philadelphia,Philadelphia,3  ,7  ,201  ,298,0,In Progress
Westmoreland,Manor,12  ,39  ,56  ,296,0,In Progress
Lackawanna,Jefferson,8  ,40  ,112  ,295,0,In Progress
Monroe,Barrett,8  ,40  ,115  ,294,10,In Progress
Franklin,Waynesboro Boro,13  ,33  ,90  ,293,2,In Progress
Delaware,Chester Heights Boro,5  ,9  ,160  ,293,0,In Progress
Philadelphia,Philadelphia,2  ,1  ,181  ,293,0,In Progress
Chester,London Britain Twp,6  ,9  ,13  ,293,0,In Progress
Erie,Girard Twp,16  ,49  ,4  ,293,0,In Progress
Montgomery,Upper Salford Twp,4  ,24  ,147  ,292,2,In Progress
Beaver,Baden Boro,17  ,47  ,16  ,292,2,In Progress
Butler,Penn Twp,16  ,21  ,8  ,292,1,In Progress
Bucks,Sellersville Boro,1  ,16  ,143  ,292,0,In Progress
Wayne,Damascus Twp,8  ,20  ,111  ,291,0,In Progress
Washington,Fallowfield Twp,14  ,46  ,48  ,290,2,In Progress
Berks,Colebrookdale Twp,4  ,24  ,130  ,290,1,In Progress
Clearfield,Dubois City,15  ,35  ,75  ,289,3,In Progress
Luzerne,Larksville Boro,8  ,20  ,119  ,289,0,In Progress
Franklin,Southampton Twp,13  ,33  ,81  ,288,0,In Progress
Beaver,North Sewickley Twp,17  ,47  ,14  ,287,1,In Progress
Northampton,Hanover,7  ,14  ,137  ,287,0,In Progress
Fayette,Redstone Twp,14  ,32  ,52  ,287,0,In Progress
Allegheny,Swissvale,17  ,43  ,34  ,286,3,In Progress
Somerset,Somerset Boro,14  ,32  ,69  ,286,0,In Progress
Clinton,Lock Haven,15  ,25  ,76  ,286,0,In Progress
Allegheny,Reserve,17  ,42  ,21  ,285,8,In Progress
Montgomery,Royersford Boro,4  ,44  ,146  ,285,2,In Progress
Philadelphia,Philadelphia,2  ,5  ,177  ,285,2,In Progress
Cambria,Upper Yoder Twp,13  ,35  ,72  ,285,0,In Progress
Washington,Carroll Twp,14  ,46  ,48  ,284,2,In Progress
Snyder,Penn Twp,15  ,27  ,85  ,284,1,In Progress
Lackawanna,Throop,8  ,22  ,112  ,283,0,In Progress
Bucks,Newtown Boro,1  ,10  ,31  ,283,0,In Progress
Philadelphia,Philadelphia,3  ,1  ,195  ,282,0,In Progress
Lancaster,Brecknock Twp,11  ,48  ,99  ,281,0,In Progress
Lancaster,Providence Twp,11  ,13  ,100  ,280,0,In Progress
Somerset,Conemaugh Twp,14  ,32  ,69  ,279,1,In Progress
Lebanon,South Annville Twp,9  ,48  ,98  ,278,0,In Progress
Monroe,Ross,8  ,40  ,176  ,276,8,In Progress
Delaware,Aldan Boro,5  ,26  ,163  ,276,0,In Progress
Beaver,Ambridge,17  ,47  ,16  ,274,1,In Progress
Berks,Shillington Boro,6  ,11  ,127  ,273,0,In Progress
Lycoming,Old Lycoming Twp,15  ,23  ,84  ,273,0,In Progress
Chester,Malvern Boro,6  ,19  ,167  ,272,1,In Progress
Berks,Spring Twp,6  ,11  ,99  ,272,1,In Progress
Westmoreland,Mt Pleasant Twp,14  ,39  ,58  ,272,0,In Progress
Lehigh,Fountain Hill,7  ,14  ,133  ,271,2,In Progress
Delaware,Darby Twp,5  ,8  ,163  ,271,0,In Progress
Carbon,Jim Thorpe Boro,7  ,29  ,122  ,270,2,In Progress
Chester,Thornbury Twp,6  ,9  ,160  ,270,0,In Progress
Washington,Nottingham Twp,14  ,46  ,48  ,268,1,In Progress
Schuylkill,Pine Grove Twp,9  ,29  ,107  ,268,0,In Progress
Berks,Wernersville Boro,9  ,48  ,5  ,266,0,In Progress
Allegheny,Duquesne,12  ,45  ,35  ,263,3,In Progress
Allegheny,North Braddock,12  ,45  ,34  ,263,2,In Progress
Mercer,Pine Twp,16  ,50  ,17  ,262,1,In Progress
Lebanon,Swatara Twp,9  ,48  ,102  ,262,1,In Progress
Lancaster,Upper Leacock Twp,11  ,13  ,43  ,262,0,In Progress
Luzerne,Jackson Twp,8  ,20  ,120  ,261,0,In Progress
Fayette,Luzerne Twp,14  ,32  ,52  ,261,0,In Progress
Beaver,Beaver Falls,17  ,47  ,14  ,260,2,In Progress
Fayette,Menallen Twp,14  ,32  ,51  ,259,0,In Progress
Chester,Franklin Twp,6  ,9  ,13  ,259,0,In Progress
Chester,Londonderry Twp,6  ,19  ,13  ,259,0,In Progress
Allegheny,Aleppo,17  ,37  ,44  ,258,2,In Progress
Berks,Lower Heidelberg Twp,4  ,48  ,5  ,257,0,In Progress
Union,Buffalo Twsp,15  ,23  ,76  ,257,0,In Progress
Centre,Halfmoon Twp,15  ,35  ,77  ,255,0,In Progress
Delaware,Norwood Boro,5  ,8  ,162  ,255,0,In Progress
Adams,Littlestown,13  ,33  ,91  ,254,5,In Progress
Allegheny,Turtle Creek,12  ,45  ,25  ,254,2,In Progress
Lancaster,Pequea Twp,11  ,13  ,97  ,254,0,In Progress
Chester,Oxford Boro,6  ,19  ,13  ,254,0,In Progress
Luzerne,West Wyoming Boro,8  ,20  ,120  ,253,1,In Progress
Union,Kelly Twsp,15  ,23  ,76  ,251,1,In Progress
Bucks,Nockamixon Twp,1  ,16  ,145  ,251,0,In Progress
Franklin,Quincy Twp,13  ,33  ,90  ,250,2,In Progress
Indiana,Center,14  ,41  ,62  ,250,0,In Progress
Erie,Girard Boro,16  ,49  ,4  ,250,0,In Progress
Northampton,Lower Saucon Twsp,7  ,18  ,136  ,249,2,In Progress
Berks,Douglass Twp,4  ,24  ,128  ,249,1,In Progress
Wyoming,Tunkhannock Twp,9  ,20  ,110  ,249,0,In Progress
Jefferson,Punxsutawney Boro,15  ,41  ,66  ,248,2,In Progress
Blair,North Woodbury,13  ,30  ,80  ,248,1,In Progress
Berks,Union Twp,6  ,44  ,128  ,248,0,In Progress
Fayette,Connellsville City,14  ,32  ,52  ,247,1,In Progress
Cambria,Portage Twp,13  ,35  ,71  ,246,1,In Progress
Lehigh,Allentown,7  ,16  ,132  ,245,6,In Progress
Berks,Rockland Twp,4  ,24  ,130  ,245,0,In Progress
Adams,Germany Twp,13  ,33  ,91  ,244,4,In Progress
Luzerne,Dupont Boro,8  ,22  ,118  ,244,1,In Progress
Chester,Wallace Twp,6  ,44  ,155  ,244,0,In Progress
Butler,Winfield Twp,16  ,21  ,11  ,243,0,In Progress
Clearfield,Clearfield Boro,15  ,35  ,73  ,242,3,In Progress
Pike,Shohola Twp,8  ,20  ,139  ,242,0,In Progress
Delaware,Sharon Hill Boro,5  ,8  ,162  ,242,0,In Progress
Mercer,Sharpsville,16  ,50  ,7  ,241,3,In Progress
Westmoreland,Mt Pleasant Boro,14  ,39  ,58  ,240,1,In Progress
Philadelphia,Philadelphia,2  ,2  ,197  ,240,0,In Progress
Carbon,Towamensing Twp,7  ,29  ,122  ,239,2,In Progress
Beaver,Franklin Twp,17  ,47  ,14  ,239,2,In Progress
Lehigh,Lynn,7  ,16  ,187  ,239,1,In Progress
Schuylkill,West Brunswick Twp,9  ,29  ,124  ,239,0,In Progress
Bucks,Haycock Twp,1  ,16  ,145  ,238,0,In Progress
Northampton,Lower Mt Bethel,7  ,18  ,138  ,238,0,In Progress
Berks,Cumru Twp,6  ,11  ,99  ,237,1,In Progress
Lancaster,Millersville Boro,11  ,13  ,49  ,237,0,In Progress
Cambria,Ebensburg Boro,13  ,35  ,72  ,237,0,In Progress
Lehigh,Macungie,7  ,16  ,187  ,236,3,In Progress
Allegheny,Ingram,17  ,42  ,27  ,236,1,In Progress
Berks,Centre Twp,9  ,48  ,5  ,236,1,In Progress
Bucks,New Britain Boro,1  ,10  ,29  ,236,0,In Progress
Monroe,Ross,7  ,40  ,176  ,235,2,In Progress
Bucks,Telford Boro,1  ,16  ,145  ,235,0,In Progress
Delaware,Prospect Park Boro,5  ,26  ,162  ,235,0,In Progress
Cambria,Jackson Twp,13  ,35  ,72  ,235,0,In Progress
Erie,Edinboro,16  ,49  ,4  ,235,0,In Progress
Lackawanna,Springbrook,8  ,40  ,113  ,234,0,In Progress
Carbon,Mahoning Twp,7  ,29  ,122  ,233,0,In Progress
Mifflin,Brown Twp,13  ,30  ,171  ,233,0,In Progress
Erie,Law Park Twp,16  ,49  ,1  ,233,0,In Progress
Wayne,Honesdale Boro,8  ,40  ,111  ,232,0,In Progress
Bradford,Sayre Boro,9  ,23  ,110  ,232,0,In Progress
Erie,Corry,16  ,21  ,4  ,231,0,In Progress
Allegheny,Glassport,12  ,45  ,38  ,230,4,In Progress
Butler,Forward Twp,16  ,47  ,8  ,230,2,In Progress
Berks,Oley Twp,4  ,11  ,130  ,230,0,In Progress
Berks,Brecknock Twp,6  ,13  ,99  ,229,1,In Progress
Berks,Maxatawny Twp,4  ,11  ,124  ,229,0,In Progress
Berks,Lower Alsace Twp,6  ,11  ,126  ,229,0,In Progress
Allegheny,Mckees Rocks,17  ,42  ,45  ,228,4,In Progress
Carbon,Lehighton Boro,7  ,29  ,122  ,228,1,In Progress
Tioga,Charleston Twp,15  ,23  ,68  ,228,1,In Progress
Chester,Sadsbury Twp,6  ,44  ,74  ,227,0,In Progress
Philadelphia,Philadelphia,3  ,7  ,200  ,227,0,In Progress
Montgomery,North Wales Boro,4  ,24  ,61  ,226,2,In Progress
Schuylkill,West Penn Twp,9  ,29  ,124  ,226,1,In Progress
York,Shrewsbury Boro,11  ,28  ,93  ,225,1,In Progress
Crawford,Titusville City,16  ,50  ,64  ,225,0,In Progress
Luzerne,Dallas Boro,9  ,20  ,117  ,224,2,In Progress
Montgomery,Red Hill Boro,1  ,24  ,131  ,224,1,In Progress
Berks,Alsace Twp,4  ,11  ,130  ,224,0,In Progress
Luzerne,Bear Creek Twp,8  ,29  ,121  ,223,6,In Progress
